Common Name	PubChem CID	PubChem AID	SMILES String	ChemDraw File Name	Molecular Weight	Kd	Kd STD	Unit	Protein	DOI
	11588587	513983	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C(=O)NCCCO)O	11588587	362.4	>5000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	52948506	513983	C1=CC=C(C=C1)CCNC(=O)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C(=O)NCCC6=CC=CC=C6)O)CO)O	52948506	754.8	20	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	52948508	513983	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)CO)O	52948508	291.33	>5000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	11493782	513983	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3=CC=CC=C3)O	11493782	337.4	>5000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	53316935	567915	C1[C@H]([C@@H]([C@H](O[C@@H]1OCCCCCCCCCCCCS)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	53316935	526.7	0.037	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2010.12.049
	53316935	567915	C1[C@H]([C@@H]([C@H](O[C@@H]1OCCCCCCCCCCCCS)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	53316935	526.7	0.0369	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2010.12.049
	53324865	567915	C(CCCCCCS)CCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)OC2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O	53324865	542.7	0.0016	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2010.12.049
	53324865	567915	C(CCCCCCS)CCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)OC2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O	53324865	542.7	0.00155	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2010.12.049
	52918117	567915	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OCCCCCCCCCCCCS)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	52918117	583.7	0.00023	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2010.12.049
	52918117	567915	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OCCCCCCCCCCCCS)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	52918117	583.7	0.000233	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2010.12.049
	24776276	1181397	CC1=CC=C(C=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	24776276	327.4	>2000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2014.05.063
	94214	1181397	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	94214	194.18	>5300	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2014.05.063
	76935	1181397	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	76935	194.18	>6300	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2014.05.063
	121942	1181397	CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O	121942	356.32	62	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2014.05.063
	11675582	1181397	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C(=O)NCC3=CC=CC=C3)O	11675582	394.4	>5000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707317	1181397	CC1=CC=C(C=C1)S(=O)(=O)/N=C\2/C(=CC3=CC=CC=C3O2)CO[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O	118707317	491.5	>3900	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707318	1181397	CC1=CC=C(C=C1)S(=O)(=O)/N=C\2/C(=CC3=CC=CC=C3O2)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)O)O	118707318	653.7	>140	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707319	1181397	CC1=CC=C(C=C1)S(=O)(=O)/N=C\2/C(=CC3=CC=CC=C3O2)CO[C@H]4[C@H]([C@H](O[C@@H]([C@@H]4O)OC)CO)O	118707319	505.5	>250	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707320	1181397	CC1=CC=C(C=C1)S(=O)(=O)/N=C\2/C(=CC3=CC=CC=C3O2)CO[C@H]4[C@H]([C@H](O[C@@H]([C@@H]4OC(=O)C)OC)CO)O	118707320	547.6	>170	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707321	1181397	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC\2=CC3=CC=CC=C3O/C2=N\S(=O)(=O)C4=CC=CC=C4)O	118707321	491.5	>390	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707322	1181397	CC(=O)O[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OC)CO)O)OCC\2=CC3=CC=CC=C3O/C2=N\S(=O)(=O)C4=CC=CC=C4	118707322	533.5	>270	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707323	1181397	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC3=CC=CC=C3OC2=O)O	118707323	352.3	>180	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2014.05.063
	94214	1541793	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	94214	194.18	>30000	0	μM	Galectin-8	https://doi.org/10.1021/acsmedchemlett.9b00396
	155513255	1541793	COC1=CC=C(C=C1)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155513255	446.3	>240	0	μM	Galectin-8	https://doi.org/10.1021/acsmedchemlett.9b00396
	155518666	1541793	CC1=C(C=C(C=C1)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O)C	155518666	444.4	>140	0	μM	Galectin-8	https://doi.org/10.1021/acsmedchemlett.9b00396
	155530852	1541793	C1=CC(=CC(=C1)Cl)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155530852	450.8	96	0	μM	Galectin-8	https://doi.org/10.1021/acsmedchemlett.9b00396
	155554696	1541793	COC1=CC=CC(=C1)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155554696	446.3	98	0	μM	Galectin-8	https://doi.org/10.1021/acsmedchemlett.9b00396
	119138	412878	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O	119138	358.36	61	0	μM	Galectin-8	https://doi.org/10.1021/jm801077j
	25179521	412878	C1=CC=C(C=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)OC(=O)C4=CC=CC=C4)O)CO)O	25179521	566.6	>104	0	μM	Galectin-8	https://doi.org/10.1021/jm801077j
	25147695	412878	COC1=CC=CC(=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)OC(=O)C4=CC(=CC=C4)OC)O)CO)O	25147695	626.6	42	0	μM	Galectin-8	https://doi.org/10.1021/jm801077j
	25179327	412878	CC1=CC=C(C=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)OC(=O)C4=CC=C(C=C4)C)O)CO)O	25179327	594.6	>135	0	μM	Galectin-8	https://doi.org/10.1021/jm801077j
	25147708	412878	C1=CC=C2C(=C1)C=CC=C2C(=O)O[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OC(=O)C5=CC=CC6=CC=CC=C65)O)CO)O	25147708	666.7	24	0	μM	Galectin-8	https://doi.org/10.1021/jm801077j
	25179518	412878	C1=CC=C2C=C(C=CC2=C1)C(=O)O[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OC(=O)C5=CC6=CC=CC=C6C=C5)O)CO)O	25179518	666.7	100	0	μM	Galectin-8	https://doi.org/10.1021/jm801077j
	11534637	412878	COC1=CC=CC(=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)NC(=O)C4=CC(=CC=C4)OC)O)CO)O	11534637	624.7	100	0	μM	Galectin-8	https://doi.org/10.1021/jm801077j
	44588155	412878	C1=CC=C2C=C(C=CC2=C1)C(=O)N[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)NC(=O)C5=CC6=CC=CC=C6C=C5)O)CO)O	44588155	664.7	100	0	μM	Galectin-8	https://doi.org/10.1021/jm801077j
	44588157	412878	CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)OC(=O)C3=CC=CC4=CC=CC=C43	44588157	510.5	>530	0	μM	Galectin-8	https://doi.org/10.1021/jm801077j
	439271	412878	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	439271	383.35	>1000	0	μM	Galectin-8	https://doi.org/10.1021/jm801077j
	6134	412878	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	6134	342.3	62	0	μM	Galectin-8	https://doi.org/10.1021/jm801077j
	53316935	567916	C1[C@H]([C@@H]([C@H](O[C@@H]1OCCCCCCCCCCCCS)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	53316935	526.7	0.031	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2010.12.049
	53316935	567916	C1[C@H]([C@@H]([C@H](O[C@@H]1OCCCCCCCCCCCCS)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	53316935	526.7	0.0313	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2010.12.049
	53324865	567916	C(CCCCCCS)CCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)OC2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O	53324865	542.7	0.025	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2010.12.049
	53324865	567916	C(CCCCCCS)CCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)OC2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O	53324865	542.7	0.0246	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2010.12.049
	52918117	567916	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OCCCCCCCCCCCCS)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	52918117	583.7	0.049	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2010.12.049
	52918117	567916	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OCCCCCCCCCCCCS)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	52918117	583.7	0.49	0	μM	Galectin-8	https://doi.org/10.1016/j.bmcl.2010.12.049
	94214	1541792	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	94214	194.18	6300	0	μM	Galectin-8	https://doi.org/10.1021/acsmedchemlett.9b00396
	155518666	1541792	CC1=C(C=C(C=C1)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O)C	155518666	444.4	490	0	μM	Galectin-8	https://doi.org/10.1021/acsmedchemlett.9b00396
	155530852	1541792	C1=CC(=CC(=C1)Cl)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155530852	450.8	440	0	μM	Galectin-8	https://doi.org/10.1021/acsmedchemlett.9b00396
	155554696	1541792	COC1=CC=CC(=C1)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155554696	446.3	330	0	μM	Galectin-8	https://doi.org/10.1021/acsmedchemlett.9b00396
	44588155	1628958	C1=CC=C2C=C(C=CC2=C1)C(=O)N[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)NC(=O)C5=CC6=CC=CC=C6C=C5)O)CO)O	44588155	664.7	100	0	μM	Galectin-8	https://doi.org/10.1021/acs.jmedchem.6b00957
	71666730	1628958	C1=CC=C2C(=C1)C=C(C(=O)O2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OCC5=CC6=CC=CC=C6OC5=O)O)CO)O	71666730	674.7	11	0	μM	Galectin-8	https://doi.org/10.1021/acs.jmedchem.6b00957
	71666586	1628958	COC1=CC2=C(C=C1)C=C(C(=O)O2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OCC5=CC6=C(C=C(C=C6)OC)OC5=O)O)CO)O	71666586	734.7	84	0	μM	Galectin-8	https://doi.org/10.1021/acs.jmedchem.6b00957
	117690143	1628958	C1=CC2=C(C=C1Cl)C=C(C(=O)O2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OCC5=CC6=C(C=CC(=C6)Cl)OC5=O)O)CO)O	117690143	743.6	71	0	μM	Galectin-8	https://doi.org/10.1021/acs.jmedchem.6b00957
	119138	1628970	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O	119138	358.36	61	0	μM	Galectin-8	https://doi.org/10.1021/acs.jmedchem.6b00957
	9794056	N/A	C([C@@H]1[C@@H]([C@@H]([C@H]([13C@@H](O1)O)O)O)O)O	9794056	181.15	4370	0	μM	Galectin-8	https://doi.org/10.1093/glycob/cwm026
	124203882	N/A	C(CO[C@H]1C([C@H]([C@@H](C(O1)CO)O[C@H]2C([C@H](C(C(O2)CO)O)O)O)O)O)N=[N+]=[N-]	124203882	411.36	155	0	μM	Galectin-8	https://doi.org/10.1093/glycob/cwm026
	119138	412879	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O	119138	358.36	38	0	μM	Galectin-9	https://doi.org/10.1021/jm801077j
	25179521	412879	C1=CC=C(C=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)OC(=O)C4=CC=CC=C4)O)CO)O	25179521	566.6	2.2	0	μM	Galectin-9	https://doi.org/10.1021/jm801077j
	25147695	412879	COC1=CC=CC(=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)OC(=O)C4=CC(=CC=C4)OC)O)CO)O	25147695	626.6	1.4	0	μM	Galectin-9	https://doi.org/10.1021/jm801077j
	25179327	412879	CC1=CC=C(C=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)OC(=O)C4=CC=C(C=C4)C)O)CO)O	25179327	594.6	15	0	μM	Galectin-9	https://doi.org/10.1021/jm801077j
	25147708	412879	C1=CC=C2C(=C1)C=CC=C2C(=O)O[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OC(=O)C5=CC=CC6=CC=CC=C65)O)CO)O	25147708	666.7	8.3	0	μM	Galectin-9	https://doi.org/10.1021/jm801077j
	25179518	412879	C1=CC=C2C=C(C=CC2=C1)C(=O)O[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OC(=O)C5=CC6=CC=CC=C6C=C5)O)CO)O	25179518	666.7	2.8	0	μM	Galectin-9	https://doi.org/10.1021/jm801077j
	11592187	412879	C1=CC=C(C=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)NC(=O)C4=CC=CC=C4)O)CO)O	11592187	564.6	7	0	μM	Galectin-9	https://doi.org/10.1021/jm801077j
	11534637	412879	COC1=CC=CC(=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)NC(=O)C4=CC(=CC=C4)OC)O)CO)O	11534637	624.7	1.8	0	μM	Galectin-9	https://doi.org/10.1021/jm801077j
	44588155	412879	C1=CC=C2C=C(C=CC2=C1)C(=O)N[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)NC(=O)C5=CC6=CC=CC=C6C=C5)O)CO)O	44588155	664.7	0.73	0	μM	Galectin-9	https://doi.org/10.1021/jm801077j
	44588156	412879	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)NC(=O)C3=CC=CC4=CC=CC=C43)O)O	44588156	550.6	100	0	μM	Galectin-9	https://doi.org/10.1021/jm801077j
	44588157	412879	CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)OC(=O)C3=CC=CC4=CC=CC=C43	44588157	510.5	1.6	0	μM	Galectin-9	https://doi.org/10.1021/jm801077j
	439271	412879	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	439271	383.35	>490	0	μM	Galectin-9	https://doi.org/10.1021/jm801077j
	6134	412879	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	6134	342.3	23	0	μM	Galectin-9	https://doi.org/10.1021/jm801077j
	94214	1541795	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	94214	194.18	>8600	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155510379	1541795	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)NC2=CC(=CC=C2)OC)O	155510379	299.32	>140	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155513255	1541795	COC1=CC=C(C=C1)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155513255	446.3	2.8	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155518319	1541795	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)NC2=CC(=C(C=C2)F)F)O	155518319	305.27	>220	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155518666	1541795	CC1=C(C=C(C=C1)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O)C	155518666	444.4	5.8	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155519777	1541795	CC1=C(C=C(C=C1)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)OC)CO)O)C	155519777	297.35	>130	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155530852	1541795	C1=CC(=CC(=C1)Cl)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155530852	450.8	4.6	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155537069	1541795	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)NC2=CC=C(C=C2)OC)O	155537069	299.32	>440	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155538998	1541795	CC1=CC(=CC=C1)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)OC)CO)O	155538998	283.32	>670	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155554378	1541795	CC1=CC=C(C=C1)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)OC)CO)O	155554378	283.32	>770	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155554696	1541795	COC1=CC=CC(=C1)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155554696	446.3	15	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155554894	1541795	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)NC2=CC=CC=C2)O	155554894	269.29	>678	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155563008	1541795	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)NC2=CC(=CC=C2)Cl)O	155563008	303.74	>160	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155565429	1541795	COC1=CC=CC(=C1)N[C@@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155565429	446.3	>210	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	44588155	1628959	C1=CC=C2C=C(C=CC2=C1)C(=O)N[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)NC(=O)C5=CC6=CC=CC=C6C=C5)O)CO)O	44588155	664.7	0.73	0	μM	Galectin-9	https://doi.org/10.1021/acs.jmedchem.6b00957
	71666730	1628959	C1=CC=C2C(=C1)C=C(C(=O)O2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OCC5=CC6=CC=CC=C6OC5=O)O)CO)O	71666730	674.7	1.6	0	μM	Galectin-9	https://doi.org/10.1021/acs.jmedchem.6b00957
	71666586	1628959	COC1=CC2=C(C=C1)C=C(C(=O)O2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OCC5=CC6=C(C=C(C=C6)OC)OC5=O)O)CO)O	71666586	734.7	8.3	0	μM	Galectin-9	https://doi.org/10.1021/acs.jmedchem.6b00957
	117690143	1628959	C1=CC2=C(C=C1Cl)C=C(C(=O)O2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OCC5=CC6=C(C=CC(=C6)Cl)OC5=O)O)CO)O	117690143	743.6	>140	0	μM	Galectin-9	https://doi.org/10.1021/acs.jmedchem.6b00957
	119138	1628971	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O	119138	358.36	38	0	μM	Galectin-9	https://doi.org/10.1021/acs.jmedchem.6b00957
	119138	513984	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O	119138	358.36	38	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	94214	513984	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	94214	194.18	>3300	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	10992961	513984	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	10992961	397.37	>490	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	11675582	513984	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C(=O)NCC3=CC=CC=C3)O	11675582	394.4	>540	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	11581280	513984	CCCCNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	11581280	360.43	>640	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	52941210	513984	C1=CC=C(C=C1)CNC(=O)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C(=O)NCC6=CC=CC=C6)O)CO)O	52941210	726.8	0.53	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	52941211	513984	COCCNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NCCOC)O)CO)O	52941211	662.7	2.3	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	52941275	513984	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)NC(=O)C3=CC4=CC=CC=C4C=C3)O)O	52941275	550.6	100	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	11588522	513984	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3(CCCCC3)O)O	11588522	359.4	>1000	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	11696321	513984	COC1=CC=CC(=C1)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SC)CO)O	11696321	367.4	>2100	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
